Date,Title,Location,Time,Description,Category,Audience
"Tuesday July 28, 2026",Virtual Author Talk Series,VIRTUAL PROGRAM,11:00am - 12:00pm,"Join us in virtual conversation with bestselling author Dr. Marisa Franco, one of the world’s leading experts in human connection.",Lectures & Conversations,"Seniors, Adults Page 169 of 193 --footer-line REGISTERED EVENT"
"Tuesday July 28, 2026",Beginner Sewing Class for Adults,MT. CHARLESTON LIBRARY,11:00am - 3:00pm,"Always wanted to sew but never had the time to learn? Come to the mountain for a small, fun class with Miss Vivian! Bring your own machine or borrow one of ours.","Arts, Crafts & Hobbies","Seniors, Adults"
"Tuesday July 28, 2026",Book Sale,BLUE DIAMOND LIBRARY,11:00am - 1:30pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults"
"Tuesday July 28, 2026",Drop in STEAM,BLUE DIAMOND LIBRARY,11:00am - 1:30pm,The original lava lamps uses wax and a liquid. You can make your own lava lamp that creates mesmerizing bubbles without heat! Come and make one with us.,STEAM,"Tweens, Teens, Seniors, Kids, Adults"
"Tuesday July 28, 2026",Take and Make,BLUE DIAMOND LIBRARY,11:00am - 1:30pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults"
"Tuesday July 28, 2026",Toddler Storytime,WINDMILL LIBRARY,11:30am - 12:00pm,"Children and parents will participate as we share songs, rhymes, and stories.",Storytime,Toddlers
"Tuesday July 28, 2026",Soundtrack to the Story,CLARK COUNTY LIBRARY,11:30am - 1:00pm,"An interactive, imaginative workshop where participants connect the themes from their summer reading - courage, love, mystery, transformation - with story-inspired piano music.","Arts, Crafts & Hobbies • Entertainment & Theater","Seniors, Adults"
"Tuesday July 28, 2026",Five and Under Storytime,SPRING VALLEY LIBRARY,11:30am - 12:00pm,"Build your child's love for reading and learning through music, stories, fingerplays, hands on activities and more at this storytime for children and their caregivers! For children ages 0-5.",Storytime,"Toddlers, Preschoolers, Kids, Babies"
"Tuesday July 28, 2026",0-5 Storytime,CENTENNIAL HILLS LIBRARY,11:30am - 12:00pm,"Enjoy a fun storytime for early readers with a variety of books, sing-a-longs, activities, literacy tips & more.",Storytime,"Toddlers, Preschoolers, Babies"
"Tuesday July 28, 2026",Meet Up and Eat Up,INDIAN SPRINGS LIBRARY,11:30am - 1:30pm,Join the Indian Springs Library for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Tuesday July 28, 2026",Family Storytime,CLARK COUNTY LIBRARY,11:30am - 12:00pm,"Join us for Family Storytime where we will share fun stories, dance, sing, and end with a small craft. For ages 0-5.",Storytime,"Toddlers, Preschoolers, Babies Page 170 of 193 --footer-line"
"Tuesday July 28, 2026",Tuesday Movie Matinee Series,WEST CHARLESTON LIBRARY,12:00pm - 2:00pm,Join us every third and fourth Tuesday of the month for special movie screenings at the West Charleston Library. For more information please call 702.507.3941.,Entertainment & Theater,"Seniors, Kids, Adults"
"Tuesday July 28, 2026",Device Advice,CENTENNIAL HILLS LIBRARY,12:00pm - 2:00pm,Having trouble with one of your mobile electronic devices? Meet one-on-one with our computer lab assistants who will help you better understand & use the latest technology.,Computers & Technology,Adults CANCELLED EVENT
"Tuesday July 28, 2026",Kids Club,RAINBOW LIBRARY,12:00pm - 12:45pm,"Calling all creative kids! Join us for a weekly adventure filled with crafts, games, and discovery.","Arts, Crafts & Hobbies • Games • STEAM",Kids
"Tuesday July 28, 2026",Comic Crew,WEST LAS VEGAS LIBRARY,12:00pm - 1:00pm,"Second through fifth grade students: discuss your latest graphic novel read and do a hands- on, comic inspired craft.","Books, Poetry & Writing","Tweens, Kids"
"Tuesday July 28, 2026",Teen Zone,SPRING VALLEY LIBRARY,12:00pm - 5:00pm,"Teens ages 12-17 or grades 6-12 are invited to play games, watch movies, or be creative while hanging out with friends.","Arts, Crafts & Hobbies • Games","Tweens, Teens"
"Tuesday July 28, 2026",Meet Up and Eat Up,CLARK COUNTY LIBRARY,12:00pm - 2:00pm,Join Clark County Library Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Tuesday July 28, 2026",Tarot Talk,MT. CHARLESTON LIBRARY,12:00pm - 1:00pm,"Each week we will pull a new tarot card, investigate the meaning, and compare it across decks. We will also discuss recent readings, share our tarot decks, and more!","Arts, Crafts & Hobbies","Teens, Adults"
"Tuesday July 28, 2026",Meet Up and Eat Up,RAINBOW LIBRARY,12:00pm - 2:00pm,Join Rainbow Library in the children's area for free meals for children under the age of 18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies REGISTERED EVENT"
"Tuesday July 28, 2026",Beginner Crochet for Cielo Tejido,EAST LAS VEGAS LIBRARY,12:00pm - 3:00pm,"Bilingual supported program English/Spanish, coures covering the crochet patterns for our community project ""Cielo Tejido"". Click title for more details. Haz clic en el título para más detalles.","Arts, Crafts & Hobbies • Community Events","Teens, Seniors, Adults"
"Tuesday July 28, 2026",Meet Up and Eat Up,SPRING VALLEY LIBRARY,12:30pm - 2:30pm,Join Spring Valley Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids Page 171 of 193 --footer-line"
"Tuesday July 28, 2026",Meet Up and Eat Up,CENTENNIAL HILLS LIBRARY,12:30pm - 2:00pm,Join Centennial Hills Library in the Bookstore & Vending area for free meals for children ages 3- 18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Teens, Preschoolers, Kids"
"Tuesday July 28, 2026",Book Swap Group,MESQUITE LIBRARY,1:00pm - 2:00pm,"Bring a book to discuss with the group. Afterwards, swap or share the title and author so others can discover their next read! This group meets the last Tuesday of every month.","Books, Poetry & Writing","Seniors, Adults REGISTERED EVENT"
"Tuesday July 28, 2026",West Las Vegas Podcasting 101,WEST LAS VEGAS LIBRARY,1:00pm - 2:00pm,Learn the basics of operating podcasting equipment and gain access to our podcasting spaces. Join the Multimedia staff in the Podcast Room at the West Las Vegas Library.,"Arts, Crafts & Hobbies • Computers & Technology • Entertainment & Theater","Teens, Adults"
"Tuesday July 28, 2026",High Beginner English (ESL) Class,SAHARA WEST LIBRARY,1:30pm - 3:30pm,Come learn and practice your English skills at a High Beginner level. Students must register before attending.,Education & Literacy,Adults
"Tuesday July 28, 2026",Checkmate Chess Club,CLARK COUNTY LIBRARY,2:00pm - 4:00pm,"Join us Tuesdays at 2 pm in the Library Lobby for competitive, non-rated chess. All skills levels are welcome.",Games,"Tweens, Teens, Seniors, Kids, Adults"
"Tuesday July 28, 2026",Around the World,ENTERPRISE LIBRARY,2:00pm - 3:30pm,Celebrate America's 250th anniversary in this Founding Fathers-themed escape room!,"Arts, Crafts & Hobbies • Lectures & Conversations","Seniors, Adults"
"Tuesday July 28, 2026",Popcorn & a Movie,MESQUITE LIBRARY,2:00pm - 3:50pm,Dora and her friends are searching for hidden treasure. Will they find it? Bring pillows and blankets to make a comfy spot for watching. Enjoy our popcorn and see where adventure leads!,Entertainment & Theater • STEAM,"Tweens, Kids"
"Tuesday July 28, 2026",Meet Up and Eat Up,WEST LAS VEGAS LIBRARY,2:00pm - 4:00pm,Join West Las Vegas Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Tuesday July 28, 2026",Book Sale,BLUE DIAMOND LIBRARY,2:00pm - 6:00pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults Page 172 of 193 --footer-line"
"Tuesday July 28, 2026",Drop in STEAM,BLUE DIAMOND LIBRARY,2:00pm - 5:00pm,The original lava lamps uses wax and a liquid. You can make your own lava lamp that creates mesmerizing bubbles without heat! Come and make one with us.,STEAM,"Tweens, Teens, Seniors, Kids, Adults"
"Tuesday July 28, 2026",Take and Make,BLUE DIAMOND LIBRARY,2:00pm - 6:00pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults"
"Tuesday July 28, 2026",Meet Up to Eat Up,WHITNEY LIBRARY,2:30pm - 4:30pm,Join Whitney Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Tuesday July 28, 2026",Low Tech Tuesday,CLARK COUNTY LIBRARY,2:30pm - 6:00pm,Power down and get creative. Low Tech Tuesday is where the real fun happens offline.,"Arts, Crafts & Hobbies • Books, Poetry & Writing • STEAM",Teens Folklore & Legends: Tales at the
"Tuesday July 28, 2026",Piano,CLARK COUNTY LIBRARY,3:00pm - 4:00pm,"A live, narrated piano concert connecting world folklore, myth, and modern legend.","Arts, Crafts & Hobbies • Entertainment & Theater","Seniors, Adults"
"Tuesday July 28, 2026",Teen Coding Club,MESQUITE LIBRARY,3:00pm - 4:00pm,"Have fun learning code at your own pace! Use our equipment and acquire the skills needed to make websites, video games, animations and more. No prior experience required. For teens in grades 6-12.","Business, Career, & Finance • Computers & Technology • STEAM",Teens
"Tuesday July 28, 2026",Resume Workshop,WEST LAS VEGAS LIBRARY,3:00pm - 5:00pm,Come learn how to create your very best resume!,"Business, Career, & Finance","Teens, Adults"
"Tuesday July 28, 2026",Meet Up and Eat Up,ENTERPRISE LIBRARY,3:00pm - 5:00pm,Join Enterprise Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Tuesday July 28, 2026",Teen Tuesday,SPRING VALLEY LIBRARY,3:00pm - 5:00pm,Teens in grades 6-12 are invited to join us in the Teen Zone to become trained on using Library District sewing machines and create their own design! Registration required.,"Arts, Crafts & Hobbies • STEAM",Teens
"Tuesday July 28, 2026",Sunrise Scavenger Hunt,SUNRISE LIBRARY,3:00pm - 4:15pm,"Cool off from the summer with an indoor Scavenger hunt, searching for items and objects throughout the Youth Services Department. Bring your friends, make new ones or search on your own.",Games,"Tweens, Teens, Preschoolers, Kids Page 173 of 193 --footer-line"
"Tuesday July 28, 2026",Teen Tuesday,CENTENNIAL HILLS LIBRARY,3:30pm - 5:30pm,Roll for initiative! If you have ever wanted to learn more about Dungeons and Dragons stop by and see how it's done. Beginners welcome.,Games,Teens
"Tuesday July 28, 2026",IRL Skills,WEST LAS VEGAS LIBRARY,3:30pm - 4:30pm,Students in 6th-12th grade are invited to learn tips and tricks to start the school year feeling prepared and confident.,Health & Wellness • Lectures & Conversations,Teens
"Tuesday July 28, 2026",Open DJ Decks,WEST LAS VEGAS LIBRARY,3:30pm - 5:00pm,Practice your DJ skills in the Innovation Lab. We will be in an enclosed space so we can play music out loud together. Come enjoy the party!,"Arts, Crafts & Hobbies • Computers & Technology","Teens, Adults RESCHEDULED TO TUESDAY, JULY 28 2026"
"Tuesday July 28, 2026",Teen 3D Printing Certification Course,WEST CHARLESTON LIBRARY,3:30pm - 4:30pm,"Learn the basics of using a 3D printer. By taking this course & passing, you will be certified to use any 3D Printing Station at The Library District. For Ages 12-17",Computers & Technology • STEAM,"Tweens, Teens"
"Tuesday July 28, 2026",Teen 3D Printing Certification Course,WEST CHARLESTON LIBRARY,3:30pm - 5:00pm,"Learn the basics of using a 3D printer. By taking this course & passing, you will be certified to use any 3D Printing Station at The Library District. For Ages 12-17",Computers & Technology • STEAM,"Tweens, Teens"
"Tuesday July 28, 2026",Full STEAM Ahead,SUNRISE LIBRARY,4:00pm - 5:00pm,"Welcome aboard! Join us every second Sunday of the month for exciting adventures and hands- on activities in Science, Technology, Engineering, Art, and Math. Fun for the whole family!",Computers & Technology • Environment & Nature • STEAM,"Tweens, Kids"
"Tuesday July 28, 2026",Teen Tuesday,ENTERPRISE LIBRARY,4:00pm - 5:00pm,"Get your game on in the Enterprise Library Teen Zone this Tuesday. Whether you are into board games or video games, there is something fun to play.",Games,Teens
"Tuesday July 28, 2026",Summer Tutoring,ENTERPRISE LIBRARY,4:00pm - 6:00pm,"Enterprise Library is offering free summer tutoring services for youth in grades K-12. Our tutor can assist with Reading, Writing, and Math!",Education & Literacy,"Tweens, Teens, Kids REGISTERED EVENT"
"Tuesday July 28, 2026",3D Printing Training,ENTERPRISE LIBRARY,4:15pm - 5:15pm,"Learn the basics of using a 3D printer. By taking this training, you will be able to use any 3D Printing Station at The Library District.",Computers & Technology • STEAM,"Tweens, Teens, Adults Page 174 of 193 --footer-line"
"Tuesday July 28, 2026",Trivia @ the Library,CLARK COUNTY LIBRARY,4:30pm - 5:30pm,Come join us for a friendly game of trivia. Play for bragging rights and prizes.,Games,"Teens, Seniors, Adults"
"Tuesday July 28, 2026",Family Video Game Hour,EAST LAS VEGAS LIBRARY,4:30pm - 5:30pm,"Join us for an exciting hour of video gaming. Show us your skills each week as we play fun, wild multiplayer games on the Switch.",Games,"Tweens, Teens, Kids"
"Tuesday July 28, 2026",Music & Movement,WEST CHARLESTON LIBRARY,4:30pm - 5:00pm,Children 0-5 and their families can join us for some dancing fun!,Entertainment & Theater,"Toddlers, Preschoolers"
"Tuesday July 28, 2026",Meet Up and Eat Up,EAST LAS VEGAS LIBRARY,4:30pm - 5:30pm,Join East Las Vegas Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Tuesday July 28, 2026",East Vegas Manga Club!!!,EAST LAS VEGAS LIBRARY,5:00pm - 6:00pm,Love manga? Love reading? Love the works that gets turned into anime?! This is the club for you!,"Arts, Crafts & Hobbies • Books, Poetry & Writing","Tweens, Teens, Adults"
"Tuesday July 28, 2026",Code Club,SPRING VALLEY LIBRARY,5:00pm - 6:00pm,"Join our Spring Valley Code Club! No coding experience needed, all levels welcome.",Computers & Technology,"Seniors, Adults"
"Tuesday July 28, 2026",Hydroponics Open House,CENTENNIAL HILLS LIBRARY,5:30pm - 6:00pm,The Hydroponics Team is in! This introductory open house is the perfect time to ask your burning questions about how hydroponics work.,"Arts, Crafts & Hobbies • Environment & Nature • Health & Wellness • STEAM","Tweens, Teens, Seniors, Kids, Adults"
"Tuesday July 28, 2026",Crafternight,CENTENNIAL HILLS LIBRARY,5:30pm - 7:00pm,"Adults, come listen to great music and party while creating new crafts each month. We provide all the supplies!","Arts, Crafts & Hobbies",Adults
"Tuesday July 28, 2026",NO SKIPS: Hip Hop Club Meeting,WEST LAS VEGAS LIBRARY,5:30pm - 7:30pm,"New Music Discussion, Beat Gallery, and Open Mic (or Aux) with Constructive Feedback from your peers. Connect with like-minded Hip-Hop Artists from Las Vegas!","Arts, Crafts & Hobbies • Community Events","Teens, Adults"
"Tuesday July 28, 2026",Low Beginner English (ESL) Class,SPRING VALLEY LIBRARY,5:30pm - 7:30pm,Come learn and practice your English skills at a Low Beginner level. Students must register before attending.,Education & Literacy,Adults CANCELLED EVENT The Leukemia & Lymphoma Society
"Tuesday July 28, 2026",(LLS) Family Support Groups,WEST CHARLESTON LIBRARY,6:30pm - 7:30pm,"The Leukemia & Lymphoma Society Family Support Group gives patients and their families a place to go where they can share information, education and feelings in a comfortable and caring environment.",Health & Wellness,"Seniors, Adults Page 175 of 193 --footer-line"
"Wednesday July 29, 2026",Ready for Kindergarten Storytime,MESQUITE LIBRARY,10:00am - 10:45am,"Join us for stories, songs, and activities that build early literacy skills and help children develop a love for reading! For children ages 3- 5 and their caregivers.",Education & Literacy • Storytime,"Preschoolers, Kids"
"Wednesday July 29, 2026",Scavenger Hunt,RAINBOW LIBRARY,10:00am - 7:45pm,How good are you at finding things? Come to the kids' area in Rainbow Library at any time of the day to have fun testing your observation skills with our popular scavenger hunt!,Games,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Wednesday July 29, 2026",Learning Packets to Go,SPRING VALLEY LIBRARY,10:00am - 8:00pm,Stop by on Wednesdays this summer to puck up a Math and Language Arts Learning Packet to help keep up your skills during the summer!,Education & Literacy,"Tweens, Kids"
"Wednesday July 29, 2026",Scavenger Hunt,ENTERPRISE LIBRARY,10:00am - 8:00pm,Join us at Enterprise Library for our Looking for a Legend Scavenger Hunt! An exciting adventure designed to spark kids' love for books! For youth ages 3 to 17 years old.,Community Events,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Wednesday July 29, 2026",Baby Storytime,WINDMILL LIBRARY,10:30am - 11:00am,Includes book-sharing time and language- enrichment activities such as interactive songs.,Storytime,Babies
"Wednesday July 29, 2026",Nurturing Parents,EAST LAS VEGAS LIBRARY,10:30am - 1:00pm,Join the free 6-week parenting information classes for parents of kids ages 0 months to 4 years old.,Education & Literacy,Adults
"Wednesday July 29, 2026",Suicide Prevention 101,EAST LAS VEGAS LIBRARY,10:30am - 1:00pm,Suicide Prevention 101 is a 2.5 hour class taught by the Nevada Office of Suicide Prevention.,Health & Wellness,Adults REGISTERED EVENT
"Wednesday July 29, 2026",Basic Podcast Editing,WEST LAS VEGAS LIBRARY,10:30am - 11:30am,"This is a class dedicated to teaching our customers how to take the episodes they've recorded in our studio and easily edit them into polished, professional podcasts using Descript.","Arts, Crafts & Hobbies • Computers & Technology","Teens, Adults"
"Wednesday July 29, 2026",Five & Under Storytime,WEST CHARLESTON LIBRARY,10:30am - 11:00am,"All children under the age of 5 and their parents will enjoy books, songs, rhymes, and movement activities while building language and literacy skills.",Storytime,"Toddlers, Preschoolers REGISTERED EVENT"
"Wednesday July 29, 2026",Playtime Through the Past,CENTENNIAL HILLS LIBRARY,10:45am - 11:45am,Step into history and celebrate America 250!,Education & Literacy,"Preschoolers, Kids Page 176 of 193 --footer-line Three Square Senior Luncheon and"
"Wednesday July 29, 2026",Social Hour,CLARK COUNTY LIBRARY,11:00am - 1:00pm,"The Library District and Three Square are teaming up to provide a hot and healthy meal for seniors 60 and over. Come join us for a bite to eat, socialize, and make new friends!",Community Events • Entertainment & Theater • Health & Wellness ...,Seniors
"Wednesday July 29, 2026",0-5 Storytime,RAINBOW LIBRARY,11:00am - 11:30am,This story program is targeted for all children under the age of five and their parents or caregivers. Come and enjoy a short storytime with us!,Storytime,"Toddlers, Preschoolers, Kids, Babies"
"Wednesday July 29, 2026",Babytime,ENTERPRISE LIBRARY,11:00am - 11:30am,"Caregivers and babies will learn lap sit games, bounces, and rhymes. Build your child's appreciation for books & reading at Babytime! Ages 0-18 months.",Storytime,Babies
"Wednesday July 29, 2026",Magician Adam London,MEADOWS LIBRARY,11:00am - 11:45am,Magical Comedy,Entertainment & Theater,"Tweens, Teens, Kids"
"Wednesday July 29, 2026",Play & Learn,EAST LAS VEGAS LIBRARY,11:00am - 12:00pm,For parents/caregivers and children ages 0 to 5 years old. Parents this is the time for you and your child to bond and learn together through play.,Education & Literacy,"Toddlers, Preschoolers, Babies"
"Wednesday July 29, 2026",Meet Up and Eat Up,SUNRISE LIBRARY,11:00am - 1:00pm,Join Sunrise Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies CANCELLED EVENT REGISTERED EVENT"
"Wednesday July 29, 2026",Device Advice,WHITNEY LIBRARY,11:30am - 12:30pm,Having trouble with one of your mobile electronic devices? Meet one-on-one with our computer lab assistants who will help you better understand & use the latest technology.,Computers & Technology,"Seniors, Adults"
"Wednesday July 29, 2026",Baby Storyime,WINDMILL LIBRARY,11:30am - 12:00pm,Includes book-sharing time and language- enrichment activities such as interactive songs.,Storytime,Babies REGISTERED EVENT
"Wednesday July 29, 2026",Needlecrafts,SUMMERLIN LIBRARY,11:30am - 1:30pm,Sew at the Library!,"Arts, Crafts & Hobbies","Seniors, Adults Page 177 of 193 --footer-line"
"Wednesday July 29, 2026",Toddler Storytime,SUMMERLIN LIBRARY,11:30am - 12:00pm,"In this storytime, we will enjoy books, songs, rhymes, and movement activities while building language and literacy skills.",Storytime,Toddlers
"Wednesday July 29, 2026",Toddler Storytime,SPRING VALLEY LIBRARY,11:30am - 12:00pm,"Children ages 18 to 36 months and their caregivers are invited to participate as we share songs, rhymes, and stories!",Storytime,Toddlers Family Storyteller: Fun with Non-
"Wednesday July 29, 2026",Fiction,CENTENNIAL HILLS LIBRARY,11:30am - 12:30pm,"During this workshop you will learn tips on how to read to children and the benefits of reading, as well as participate in a parent-child book reading and hands-on activity.",Education & Literacy,Preschoolers
"Wednesday July 29, 2026",Meet Up and Eat Up,INDIAN SPRINGS LIBRARY,11:30am - 1:30pm,Join the Indian Springs Library for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies 'The Road' Writing & Movement"
"Wednesday July 29, 2026",Summer Workshop,MESQUITE LIBRARY,11:30am - 1:00pm,"Teen and Tween writers will generate their own stories through group interactions, as well as, movement. Grades 6-12.","Books, Poetry & Writing • Entertainment & Theater","Tweens, Teens"
"Wednesday July 29, 2026",Teen Zone,SPRING VALLEY LIBRARY,12:00pm - 5:00pm,"Teens ages 12-17 or grades 6-12 are invited to play games, watch movies, or be creative while hanging out with friends.","Arts, Crafts & Hobbies • Games","Tweens, Teens"
"Wednesday July 29, 2026",Meet Up and Eat Up,CLARK COUNTY LIBRARY,12:00pm - 2:00pm,Join Clark County Library Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Wednesday July 29, 2026",Meet Up and Eat Up,RAINBOW LIBRARY,12:00pm - 2:00pm,Join Rainbow Library in the children's area for free meals for children under the age of 18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Wednesday July 29, 2026",Book Sale,BLUE DIAMOND LIBRARY,12:00pm - 4:30pm,Shop our annual Library District Foundation Summer Challenge Book Sale to enjoy unbeatable deals! All items in the bookstore are $.25.,Community Events,"Tweens, Toddlers, Teens, Seniors, Preschoolers, Kids, Babies, Adults"
"Wednesday July 29, 2026",Drop in STEAM,BLUE DIAMOND LIBRARY,12:00pm - 4:30pm,The original lava lamps uses wax and a liquid. You can make your own lava lamp that creates mesmerizing bubbles without heat! Come and make one with us.,STEAM,"Tweens, Teens, Seniors, Kids, Adults Page 178 of 193 --footer-line"
"Wednesday July 29, 2026",Take and Make,BLUE DIAMOND LIBRARY,12:00pm - 4:30pm,"Need something to do this summer? Come pick up this kit which includes hiking and walking best practices, spending time outside, places to visit, types of flora and fauna outside, and more!",Education & Literacy • Environment & Nature • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Adults"
"Wednesday July 29, 2026",Meet Up and Eat Up,SPRING VALLEY LIBRARY,12:30pm - 2:30pm,Join Spring Valley Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Wednesday July 29, 2026",Meet Up and Eat Up,CENTENNIAL HILLS LIBRARY,12:30pm - 2:00pm,Join Centennial Hills Library in the Bookstore & Vending area for free meals for children ages 3- 18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Teens, Preschoolers, Kids"
"Wednesday July 29, 2026",Fun with Robots,WEST LAS VEGAS LIBRARY,1:00pm - 2:00pm,Children in grades K-5 are invited to practice early coding skills with the library’s vast robot collection.,Computers & Technology • STEAM,"Tweens, Kids"
"Wednesday July 29, 2026",Beginner Art Journaling,MT. CHARLESTON LIBRARY,1:00pm - 3:00pm,"Enjoy a couple hours of self-care time with our art journaling workshop! All skill levels welcome, beginners especially!","Arts, Crafts & Hobbies","Seniors, Adults"
"Wednesday July 29, 2026",Teen Chill Zone,WEST LAS VEGAS LIBRARY,1:00pm - 5:00pm,"Teens in grades 6-12 are invited to take a break and relax with board games, puzzles, coloring, and more in our Teen Zone.",Entertainment & Theater • Games,Teens Internet and Social Media Influence
"Wednesday July 29, 2026",on Suicide,EAST LAS VEGAS LIBRARY,1:30pm - 4:00pm,The Nevada Office of Suicide Prevention is pleased to provide Examine the evolution of internet and its relationship to increased suicides.,Health & Wellness,"Seniors, Adults"
"Wednesday July 29, 2026",High Beginner English (ESL) Class,SAHARA WEST LIBRARY,1:30pm - 3:30pm,Come learn and practice your English skills at a High Beginner level. Students must register before attending.,Education & Literacy,Adults
"Wednesday July 29, 2026",Reiki Circle and Explanation,WHITNEY LIBRARY,2:00pm - 3:30pm,"Allow Reiki to reset your system, and support your spiritual journey.",Health & Wellness,"Seniors, Adults"
"Wednesday July 29, 2026",Meet Up and Eat Up,WEST LAS VEGAS LIBRARY,2:00pm - 4:00pm,Join West Las Vegas Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies Page 179 of 193 --footer-line"
"Wednesday July 29, 2026",Summer Perler Bead Club,MESQUITE LIBRARY,2:30pm - 3:30pm,Fuse your imagination! Each week we'll have a fun new challenge. All materials provided. For ages 6 yrs. and up.,"Arts, Crafts & Hobbies • STEAM","Tweens, Teens, Kids"
"Wednesday July 29, 2026",Meet Up to Eat Up,WHITNEY LIBRARY,2:30pm - 4:30pm,Join Whitney Library in the children's area for free meals for children ages 2-18. Food is provided by Three Square Food Bank.,Community Events,"Tweens, Toddlers, Teens, Preschoolers, Kids"
"Wednesday July 29, 2026",Meet Up and Eat Up,ENTERPRISE LIBRARY,3:00pm - 5:00pm,Join Enterprise Library in the children's area for free meals for children ages 3-18. Food is provided by Three Square Food Bank.,Community Events • Health & Wellness,"Tweens, Toddlers, Teens, Preschoolers, Kids, Babies"
"Wednesday July 29, 2026",Media Shorts,CLARK COUNTY LIBRARY,3:00pm - 5:00pm,Media Shorts is a weekly teen program where creativity meets technology. We're offering hands-on experience with podcasting.,"Arts, Crafts & Hobbies • Books, Poetry & Writing • Computers & Technology ...",Teens
"Wednesday July 29, 2026",Teen Crafternoon,WEST LAS VEGAS LIBRARY,3:30pm - 4:30pm,Students in 6th through 12th grade are welcome to try a new art or craft project in our Teen Zone.,"Arts, Crafts & Hobbies",Teens
"Wednesday July 29, 2026",Teen Arts & Crafts: Sticker Making,WEST CHARLESTON LIBRARY,3:30pm - 4:30pm,"Teens ages 12-17, join us in learning how to make your own sticker using materials you can find at home and fancy stickers using library materials.","Arts, Crafts & Hobbies",Teens
"Wednesday July 29, 2026",Boat Builders Bonanza,WHITNEY LIBRARY,3:30pm - 4:30pm,Making waves with corky creations.,"Arts, Crafts & Hobbies • STEAM","Tweens, Kids"
"Wednesday July 29, 2026",Chess Club,WEST LAS VEGAS LIBRARY,4:00pm - 7:00pm,Come learn and play chess!,"Arts, Crafts & Hobbies • Games","Tweens, Teens, Adults"
"Wednesday July 29, 2026",DIY Back to School Picture Frames,SPRING VALLEY LIBRARY,4:00pm - 5:00pm,Get crafty and transform your memories by making a DIY picture frame! For kids in grades K-5.,"Arts, Crafts & Hobbies",Kids
